INCOME,AGE_IN_YEARS,HAS_CHILDREN,RENTER,OWNER,GOOD_CREDIT,COLLEGE_DEGREE,AVG_DIST_FROM_HOME,MILLENIAL,MID_LEVEL_AUTO,DISTANCE_FROM_HOME,TRAVELER,TIME_OF_DAY,BUY_LABEL
125000.0096,71.147177,0.0,0,1,1,0,0.7000000000000002,0,0,7,0,16,NOT_BUY
125000.0028,57.642773,0.0,0,1,1,0,0.7199999999999989,0,0,469,1,10,BUY
250000.007,54.479279,1.0,0,1,1,1,0.7199999999999989,0,0,1,0,11,BUY
125000.001,34.473279,1.0,0,1,1,1,0.7199999999999989,0,0,3,0,14,NOT_BUY
125000.0039,37.476864,1.0,0,1,1,1,0.7199999999999989,0,0,7,0,9,NOT_BUY
125000.0019,31.388621,1.0,0,1,1,0,0.7199999999999989,1,0,3,0,12,NOT_BUY
47500.0072,65.565037,0.0,0,1,1,1,0.74,0,1,2,0,11,BUY
80372.1856753994,88.23096600000001,0.0,0,0,1,1,0.7599999999999998,0,0,5,0,11,NOT_BUY
80372.1767753994,70.472579,0.0,0,0,0,1,0.76,0,0,2,0,6,NOT_BUY
70000.0036,80.896139,0.0,0,1,1,1,0.78,0,0,8,0,10,NOT_BUY
70000.0017,68.642357,1.0,0,1,0,1,0.7999999999999998,0,0,472,1,18,NOT_BUY
5000.0033,77.309255,0.0,0,1,0,1,0.83,0,1,8,0,10,NOT_BUY
125000.0006,62.053988,1.0,0,1,1,1,0.8399999999999999,0,1,6,0,8,NOT_BUY
42500.0037,47.560168000000004,0.0,0,0,1,0,0.8399999999999999,0,1,2,0,13,NOT_BUY
225000.0043,70.476579,0.0,0,1,1,0,0.8399999999999999,0,0,3,0,12,NOT_BUY
70000.0096,30.733762,0.0,0,1,1,0,0.879999999999999,1,0,8,0,17,NOT_BUY
57500.0014,67.05410400000001,0.0,0,1,1,0,0.8799999999999999,0,1,3,0,17,NOT_BUY
80372.17997539941,64.562022,0.0,0,0,1,1,0.8799999999999999,0,0,3,0,13,NOT_BUY
27500.0086,92.230366,0.0,0,1,1,0,0.89,0,1,7,0,19,NOT_BUY
125000.0066,78.144861,0.0,0,1,1,1,0.9499999999999993,0,0,5,0,9,BUY
70000.0096,69.39769000000001,0.0,0,1,1,0,0.9499999999999993,0,1,2,0,12,NOT_BUY
80372.1825753994,39.225813,0.0,0,0,1,1,0.9599999999999991,0,0,8,0,9,BUY
37500.0027,40.971899,0.0,0,1,1,1,0.96,0,1,9,0,17,NOT_BUY
5000.0077,78.395106,0.0,1,0,0,0,0.97,0,1,1,0,6,BUY
125000.0005,50.053888,0.0,0,1,1,1,0.9799999999999986,0,1,5,0,16,NOT_BUY
87500.0071,61.814082,0.0,0,1,1,1,1.0200000000000005,0,0,271,1,7,BUY
52500.0005,62.96833,1.0,0,1,1,0,1.0200000000000005,0,1,2,0,16,NOT_BUY
87500.0069,64.73243000000001,0.0,0,1,1,0,1.0200000000000005,0,0,4,0,11,NOT_BUY
87500.0047,63.391421,1.0,0,1,1,1,1.049999999999999,0,0,1,0,8,NOT_BUY
225000.0024,64.643057,0.0,0,1,1,0,1.08,0,0,6,0,6,NOT_BUY
125000.0057,69.81268200000001,1.0,0,1,1,1,1.08,0,0,1,0,19,NOT_BUY
125000.0001,61.221181,0.0,0,1,1,0,1.08,0,0,5,0,6,NOT_BUY
250000.0043,61.644273,0.0,0,1,1,1,1.08,0,0,6,0,14,NOT_BUY
70000.0037,37.810682,1.0,0,1,0,1,1.0800000000000018,0,1,6,0,7,NOT_BUY
87500.0064,46.144661,1.0,0,1,1,1,1.0800000000000018,0,0,3,0,17,NOT_BUY
70000.0014,42.807697,1.0,0,1,1,0,1.0800000000000018,0,0,1,0,16,NOT_BUY
87500.0062,55.4502022177878,1.0,0,0,1,0,1.0800000000000018,0,0,5,0,15,NOT_BUY
27500.0013,55.4453022177878,1.0,0,1,1,1,1.0999999999999996,0,1,8,0,16,BUY
17500.0001,50.724262,1.0,0,1,0,1,1.0999999999999996,0,1,3,0,7,NOT_BUY
87500.0018,39.306386,0.0,0,1,1,0,1.0999999999999996,0,0,6,0,10,NOT_BUY
80372.1837753994,55.4513022177878,0.0,0,1,1,0,1.12,0,0,2,0,13,NOT_BUY
87500.0057,62.059087999999996,0.0,0,1,1,0,1.1399999999999997,0,0,6,0,13,NOT_BUY
42500.0085,81.314455,1.0,0,1,1,0,1.15,0,1,1,0,8,NOT_BUY
32500.0031,78.97093000000001,0.0,0,0,1,0,1.17,0,1,9,0,16,NOT_BUY
32500.0089,55.452902217787795,0.0,0,1,0,0,1.22,0,1,3,0,10,NOT_BUY
80372.1770753994,91.806213,0.0,0,0,0,0,1.22,0,0,8,0,12,NOT_BUY
37500.0005,63.472095,0.0,0,1,1,0,1.23,0,1,4,0,12,NOT_BUY
250000.0078,49.146746,1.0,0,1,1,1,1.259999999999998,0,0,7,0,12,NOT_BUY
87500.0054,31.476995000000002,0.0,0,1,1,0,1.2599999999999998,1,0,4,0,17,NOT_BUY
57500.0069,66.31217,0.0,0,1,1,0,1.2600000000000002,0,0,5,0,14,NOT_BUY
80372.17997539941,55.4475022177878,0.0,0,0,1,0,1.3000000000000007,0,0,8,0,9,NOT_BUY
47500.0033,78.223697,0.0,0,0,1,0,1.31,0,1,3,0,15,NOT_BUY
37500.0027,67.808313,0.0,0,1,1,1,1.3199999999999998,0,1,4,0,9,NOT_BUY
80372.1785753994,49.726946,0.0,0,0,1,1,1.3200000000000003,0,0,8,0,15,NOT_BUY
87500.0025,89.971015,0.0,0,1,1,0,1.3499999999999999,0,0,2,0,8,NOT_BUY
5000.0076,82.395006,0.0,0,1,0,1,1.37,0,1,4,0,17,NOT_BUY
17500.0081,35.731577,0.0,0,1,1,0,1.4,0,1,9,0,11,BUY
80372.1856753994,26.815497,0.0,0,0,1,0,1.4299999999999997,1,0,572,1,10,BUY
80372.1828753994,33.974914999999996,0.0,0,1,0,0,1.4399999999999995,1,0,3,0,12,NOT_BUY
87500.0045,75.643104,0.0,0,0,1,0,1.44,0,0,5,0,7,BUY
80372.1859753994,55.4535022177878,0.0,0,0,0,0,1.4400000000000004,0,0,9,0,10,BUY
27500.0044,81.39249000000001,1.0,0,1,0,0,1.53,0,1,1,0,6,NOT_BUY
57500.0048,69.47776400000001,1.0,0,1,1,0,1.5300000000000002,0,0,1,0,16,NOT_BUY
52500.0072,50.060587999999996,0.0,0,0,1,1,1.54,0,1,1,0,16,NOT_BUY
70000.0074,55.451402217787795,0.0,0,1,1,0,1.6099999999999994,0,1,4,0,9,NOT_BUY
125000.0019,67.72537700000001,0.0,0,1,1,0,1.62,0,0,1,0,12,NOT_BUY
125000.0028,68.309439,0.0,0,1,1,1,1.62,0,0,1,0,8,NOT_BUY
250000.0073,44.976499000000004,1.0,0,1,1,0,1.620000000000001,0,0,7,0,11,NOT_BUY
70000.0025,79.892986,0.0,0,1,1,0,1.6400000000000001,0,0,2,0,12,NOT_BUY
57500.0067,59.226413,0.0,0,1,1,0,1.6799999999999997,0,0,3,0,8,NOT_BUY
80372.1833753994,66.31217,0.0,0,0,0,0,1.7400000000000002,0,1,2,0,15,NOT_BUY
250000.007,62.731162,0.0,0,0,1,1,1.7400000000000002,0,0,1,0,12,NOT_BUY
87500.0011,68.222866,0.0,0,1,1,1,1.75,0,0,8,0,11,NOT_BUY
80372.1809753994,55.4485022177878,0.0,0,1,1,0,1.7599999999999998,0,0,2,0,11,NOT_BUY
70000.0084,36.482048,0.0,0,1,1,0,1.7599999999999998,0,0,3,0,10,NOT_BUY
70000.0032,65.05727300000001,0.0,0,1,1,1,1.78,0,0,1,0,7,BUY
70000.0055,74.392906,0.0,0,1,1,0,1.7999999999999998,0,0,5,0,14,NOT_BUY
52500.0059,46.730062,0.0,0,0,1,0,1.8000000000000007,0,1,3,0,14,NOT_BUY
125000.0048,43.057504,1.0,0,1,1,0,1.8000000000000007,0,0,1,0,19,NOT_BUY
47500.001,79.72447700000001,0.0,1,0,1,1,1.83,0,1,6,0,14,NOT_BUY
80372.18447539941,55.4520022177878,0.0,0,0,1,0,1.8399999999999999,0,0,1,0,12,NOT_BUY
17500.005,67.309586,0.0,0,1,1,1,1.85,0,1,2,0,13,NOT_BUY
27500.0006,80.72613000000001,0.0,0,1,0,1,1.87,0,1,1,0,17,NOT_BUY
17500.0048,36.311439,0.0,0,1,1,1,1.8900000000000001,0,1,6,0,16,NOT_BUY
80372.1779753994,55.4455022177878,0.0,0,0,0,0,1.8999999999999986,0,0,5,0,11,NOT_BUY
80372.1849753994,59.480095,0.0,0,0,1,0,1.92,0,0,8,0,7,NOT_BUY
80372.18237539941,65.645873,0.0,0,0,1,0,1.9500000000000002,0,0,1,0,15,NOT_BUY
80372.18427539941,31.646404,0.0,0,0,1,0,1.950000000000001,1,0,8,0,12,BUY
80372.17997539941,66.475779,0.0,0,0,1,1,1.96,0,1,2,0,10,BUY
87500.0009,88.72643000000001,0.0,0,1,1,0,1.98,0,0,8,0,7,NOT_BUY
62500.0091,45.97761499999999,1.0,0,1,1,1,1.9800000000000004,0,0,5,0,19,NOT_BUY
125000.0073,46.731462,1.0,0,1,1,1,1.9800000000000004,0,0,3,0,15,NOT_BUY
87500.0073,93.39539,0.0,0,1,1,1,2.0,0,0,3,0,7,BUY
125000.0059,83.81151299999999,0.0,1,0,0,0,2.0,0,0,1,0,8,NOT_BUY
27500.0031,55.4471022177878,0.0,0,1,1,0,2.01,0,1,7,0,14,BUY
32500.0096,85.978115,0.0,0,1,1,1,2.01,0,1,2,0,12,NOT_BUY
80372.1849753994,71.061204,0.0,0,0,1,0,2.04,0,0,5,0,7,NOT_BUY
80372.1836753994,55.451202217787795,0.0,0,0,0,0,2.08,0,1,8,0,9,BUY
87500.0055,92.898039,0.0,0,1,1,0,2.08,0,0,8,0,13,NOT_BUY
125000.0037,54.475979,0.0,0,1,1,0,2.0999999999999996,0,0,538,1,7,BUY
125000.0049,36.144529999999996,0.0,0,1,1,0,2.0999999999999996,0,1,4,0,18,NOT_BUY
57500.0053,68.22706600000001,0.0,0,0,1,0,2.16,0,0,9,0,15,NOT_BUY
80372.1822753994,34.562953,0.0,0,1,0,1,2.16,0,0,7,0,12,NOT_BUY
17500.0052,71.975084,0.0,0,1,1,0,2.17,0,1,6,0,10,NOT_BUY
225000.0077,40.396475,0.0,0,1,1,1,2.24,0,0,8,0,15,BUY
17500.0084,68.230166,0.0,0,0,1,0,2.25,0,1,8,0,12,BUY
27500.0098,72.902339,1.0,0,1,1,0,2.25,0,1,1,0,7,BUY
87500.0041,54.476379,0.0,0,1,1,1,2.25,0,0,9,0,7,NOT_BUY
62500.0087,79.814313,0.0,0,1,1,0,2.32,0,0,8,0,17,NOT_BUY
5000.005,75.97488399999999,0.0,0,1,0,0,2.3200000000000003,0,1,8,0,11,BUY
80372.1852753994,55.4528022177878,0.0,0,1,1,0,2.3200000000000003,0,0,2,0,10,BUY
80372.1778753994,55.445402217787795,1.0,0,0,1,0,2.34,0,0,1,0,9,BUY
125000.0053,61.812281999999996,0.0,0,1,1,1,2.34,0,0,1,0,10,NOT_BUY
87500.0019,53.559737,1.0,0,1,1,1,2.34,0,0,8,0,11,NOT_BUY
80372.18297539941,85.227581,0.0,0,0,1,0,2.3600000000000003,0,0,5,0,9,NOT_BUY
187500.0007,59.472295,0.0,0,1,1,0,2.4000000000000004,0,0,2,0,10,BUY
42500.0072,62.731362,0.0,0,1,0,0,2.42,0,1,4,0,9,NOT_BUY
17500.0018,66.641088,0.0,0,1,1,0,2.44,0,1,5,0,9,NOT_BUY
125000.0062,88.97539900000001,0.0,0,1,1,0,2.44,0,0,4,0,14,NOT_BUY
87500.0012,45.808181999999995,0.0,0,1,1,0,2.469999999999999,0,0,1,0,13,NOT_BUY
250000.0034,87.642004,0.0,0,1,1,1,2.48,0,0,3,0,11,BUY
22500.001,55.445002217787795,0.0,0,0,0,0,2.49,0,1,8,0,15,BUY
62500.0067,75.81231299999999,1.0,0,1,1,1,2.5199999999999996,0,0,2,0,11,BUY
80372.1859753994,43.732977000000005,0.0,0,0,0,1,2.5200000000000014,0,0,7,0,9,BUY
80372.1831753994,53.646673,0.0,1,0,1,0,2.5200000000000014,0,0,5,0,8,NOT_BUY
70000.005,92.226766,0.0,0,1,1,1,2.58,0,1,4,0,15,NOT_BUY
87500.0055,64.14513,0.0,0,1,1,0,2.58,0,0,1,0,16,NOT_BUY
27500.0061,72.975299,0.0,0,1,0,0,2.59,0,1,1,0,18,NOT_BUY
22500.0028,99.55926799999999,0.0,0,1,0,0,2.59,0,1,2,0,10,NOT_BUY
125000.0027,69.80968200000001,0.0,0,1,1,1,2.6,0,1,5,0,18,NOT_BUY
17500.0097,59.648304,0.0,0,1,1,0,2.6,0,1,1,0,7,NOT_BUY
125000.0044,89.310355,0.0,0,1,1,0,2.6,0,0,7,0,7,NOT_BUY
162500.0088,55.395521,0.0,0,1,1,0,2.66,0,0,363,1,7,BUY
250000.0091,28.978299,0.0,0,1,1,0,2.66,1,0,9,0,11,NOT_BUY
17500.0027,62.726862,0.0,0,1,1,0,2.6799999999999997,0,1,3,0,6,NOT_BUY
80372.17837539941,68.475548,0.0,0,0,1,0,2.6799999999999997,0,0,4,0,15,NOT_BUY
250000.0026,64.895139,1.0,0,1,1,1,2.700000000000001,0,0,6,0,17,NOT_BUY
70000.0097,85.734546,0.0,0,1,1,0,2.73,0,0,3,0,7,BUY
70000.0003,32.72583,0.0,0,1,1,0,2.7300000000000004,1,0,599,1,8,BUY
250000.0079,67.73137700000001,0.0,0,1,1,0,2.7300000000000004,0,0,1,0,12,NOT_BUY
70000.0086,60.567122000000005,1.0,0,1,1,0,2.7300000000000004,0,0,7,0,14,NOT_BUY
27500.007,100.31363900000001,0.0,0,1,1,0,2.74,0,1,8,0,8,NOT_BUY
27500.008,79.14557699999999,0.0,0,1,1,0,2.75,0,1,9,0,6,BUY
22500.004,63.475595,0.0,0,1,1,0,2.77,0,1,8,0,9,NOT_BUY
32500.0048,44.645457,0.0,1,0,0,1,2.84,0,1,6,0,15,BUY
80372.1861753994,36.483348,0.0,0,0,0,0,2.8599999999999994,0,0,2,0,16,NOT_BUY
62500.0088,75.14637699999999,0.0,0,0,1,0,2.88,0,1,3,0,10,BUY
70000.0039,38.224297,0.0,0,1,1,0,2.88,0,0,6,0,8,NOT_BUY
125000.0031,36.224866000000006,1.0,0,1,1,1,2.880000000000001,0,0,7,0,11,BUY
125000.0085,58.565653,1.0,0,1,1,1,2.880000000000001,0,0,6,0,11,BUY
87500.0026,51.808213,1.0,0,1,1,1,2.880000000000001,0,0,1,0,10,BUY
80372.1782753994,66.558953,0.0,0,0,1,0,2.92,0,0,5,0,9,NOT_BUY
70000.0042,76.05895699999999,1.0,0,1,1,0,2.9400000000000004,0,0,5,0,7,BUY
125000.0089,68.649557,0.0,0,1,1,1,2.9400000000000004,0,0,9,0,9,NOT_BUY
80372.1787753994,56.72783,0.0,0,1,1,0,2.9400000000000004,0,0,1,0,18,NOT_BUY
80372.18147539941,55.4490022177878,0.0,0,0,1,0,2.9700000000000006,0,0,3,0,16,NOT_BUY
52500.0002,55.638804,0.0,0,1,1,0,3.02,0,1,1,0,18,NOT_BUY
87500.009,81.063073,0.0,0,1,1,0,3.05,0,0,9,0,8,NOT_BUY
87500.0073,55.4513022177878,0.0,0,0,1,0,3.0599999999999996,0,0,4,0,10,NOT_BUY
87500.0043,36.72983,1.0,0,1,1,1,3.0600000000000005,0,0,3,0,7,NOT_BUY
80372.1794753994,86.475279,0.0,0,0,1,1,3.08,0,0,5,0,10,BUY
125000.0078,33.732646,0.0,0,1,1,1,3.08,1,0,1,0,14,NOT_BUY
42500.0075,35.145077,0.0,0,0,0,0,3.12,0,1,8,0,6,BUY
70000.0007,69.96921499999999,0.0,0,1,1,0,3.12,0,0,2,0,6,BUY
70000.004,33.058073,0.0,0,1,1,0,3.12,1,0,9,0,6,NOT_BUY
80372.1825753994,29.730946,0.0,0,1,1,0,3.120000000000001,1,0,9,0,15,BUY
37500.0016,55.807213000000004,0.0,0,1,1,0,3.1399999999999997,0,1,9,0,11,NOT_BUY
80372.17717539941,89.30665499999999,0.0,0,0,1,0,3.26,0,0,1,0,15,NOT_BUY
22500.0052,62.058588,0.0,0,1,0,0,3.3,0,1,5,0,12,NOT_BUY
80372.1809753994,55.4485022177878,0.0,0,0,1,0,3.3000000000000007,0,0,1,0,9,BUY
52500.0077,74.061088,0.0,0,1,0,0,3.31,0,1,4,0,10,NOT_BUY
80372.18207539941,35.729077000000004,0.0,0,0,0,0,3.3599999999999994,0,1,3,0,6,NOT_BUY
47500.0044,55.448402217787795,1.0,0,1,1,1,3.3599999999999994,0,1,2,0,12,NOT_BUY
80372.18427539941,55.4518022177878,0.0,0,0,0,0,3.3600000000000003,0,0,2,0,16,NOT_BUY
80372.18507539941,40.14823,0.0,0,1,1,1,3.380000000000001,0,0,7,0,12,NOT_BUY
47500.0026,89.308555,0.0,0,1,1,0,3.39,0,1,1,0,16,NOT_BUY
80372.1769753994,44.222266000000005,0.0,0,1,1,0,3.41,0,0,9,0,16,BUY
27500.0054,32.563922000000005,1.0,0,0,1,0,3.41,1,1,9,0,12,NOT_BUY
125000.0041,52.644757,1.0,0,1,1,1,3.419999999999998,0,0,3,0,10,NOT_BUY
62500.0055,50.562653,0.0,0,1,0,0,3.42,0,1,8,0,18,NOT_BUY
80372.1821753994,72.14533,0.0,0,0,1,1,3.44,0,0,1,0,18,NOT_BUY
52500.0082,74.814497,0.0,0,1,1,1,3.45,0,1,1,0,10,BUY
47500.001,55.445002217787795,0.0,0,0,1,0,3.45,0,1,3,0,8,NOT_BUY
87500.0047,76.73023,0.0,0,1,1,1,3.48,0,0,5,0,15,NOT_BUY
80372.1825753994,37.730946,0.0,0,1,1,0,3.4800000000000004,0,0,3,0,10,NOT_BUY
80372.1776753994,55.445202217787795,0.0,0,0,1,0,3.5,0,1,7,0,12,NOT_BUY
47500.0037,55.4477022177878,0.0,0,0,0,0,3.5,0,1,5,0,15,NOT_BUY
80372.1810753994,55.4486022177878,0.0,0,0,0,0,3.5199999999999996,0,0,1,0,10,BUY
57500.0024,91.38912099999999,1.0,0,1,1,0,3.5700000000000003,0,1,2,0,9,BUY
87500.006,54.645288,0.0,0,1,1,0,3.5999999999999996,0,0,2,0,18,NOT_BUY
80372.1822753994,55.4498022177878,0.0,0,0,1,0,3.6000000000000014,0,0,6,0,15,NOT_BUY
22500.0048,55.4488022177878,0.0,0,0,0,0,3.63,0,1,168,1,7,BUY
70000.006,73.478964,1.0,0,1,1,1,3.6900000000000004,0,0,5,0,16,NOT_BUY
80372.17997539941,55.4475022177878,0.0,0,0,0,0,3.7,0,1,1,0,13,NOT_BUY
62500.0027,86.72686200000001,0.0,0,1,1,0,3.7,0,0,9,0,15,NOT_BUY
22500.0094,55.4534022177878,0.0,0,0,1,0,3.74,0,1,1,0,15,NOT_BUY
87500.0093,54.062688,1.0,0,1,1,1,3.7799999999999994,0,1,2,0,7,BUY
87500.002,47.221713,1.0,0,0,0,1,3.7799999999999994,0,1,3,0,7,NOT_BUY
87500.0099,69.39799000000001,1.0,0,0,0,1,3.7799999999999994,0,0,5,0,7,NOT_BUY
62500.0069,61.731746,0.0,0,0,0,1,3.7800000000000002,0,0,487,1,15,NOT_BUY
62500.0052,91.05790400000001,0.0,0,1,1,0,3.7800000000000002,0,0,8,0,11,NOT_BUY
87500.0063,55.4503022177878,0.0,0,1,0,0,3.780000000000001,0,0,3,0,19,NOT_BUY
80372.18327539941,95.47839499999999,0.0,0,0,0,0,3.84,0,0,7,0,9,NOT_BUY
70000.0043,52.811966,0.0,0,1,1,0,3.87,0,0,1,0,17,NOT_BUY
87500.0036,86.97143000000001,0.0,0,1,1,1,3.87,0,0,4,0,17,NOT_BUY
225000.007,70.31227,0.0,0,1,1,1,3.9,0,0,5,0,16,NOT_BUY
125000.0004,77.139346,0.0,0,1,1,1,3.92,0,0,4,0,8,NOT_BUY
37500.0011,67.22081299999999,0.0,1,0,0,1,3.94,0,1,7,0,17,BUY
87500.0051,32.645756999999996,1.0,0,1,1,0,3.959999999999999,1,0,2,0,10,NOT_BUY
125000.0098,74.90097,0.0,0,1,1,1,4.05,0,0,4,0,9,NOT_BUY
125000.0057,46.644988,0.0,0,1,1,1,4.050000000000001,0,0,9,0,15,NOT_BUY
42500.002,59.054704,0.0,0,1,0,0,4.08,0,1,8,0,19,BUY
62500.0007,49.640673,0.0,0,1,1,0,4.08,0,1,7,0,9,NOT_BUY
62500.0053,68.97449900000001,0.0,0,0,1,0,4.08,0,1,7,0,16,NOT_BUY
17500.0077,56.314339,0.0,0,1,0,1,4.1,0,1,4,0,6,NOT_BUY
80372.17897539941,55.446502217787796,0.0,0,1,1,0,4.1000000000000005,0,0,5,0,18,NOT_BUY
80372.1782753994,55.4458022177878,0.0,0,0,0,0,4.1000000000000005,0,0,2,0,14,NOT_BUY
42500.007,61.975514999999994,0.0,0,1,1,1,4.12,0,1,7,0,14,BUY
87500.0013,35.971184,1.0,0,1,0,1,4.140000000000001,0,1,8,0,13,BUY
57500.0086,55.4526022177878,0.0,0,0,1,0,4.140000000000001,0,0,3,0,10,NOT_BUY
80372.18087539941,30.391806,1.0,0,0,0,0,4.140000000000001,1,0,6,0,11,NOT_BUY
87500.0032,67.222913,0.0,0,1,1,0,4.15,0,0,3,0,7,NOT_BUY
62500.0061,60.73163,0.0,0,1,1,0,4.17,0,0,8,0,6,NOT_BUY
17500.0079,31.977784,1.0,0,1,0,0,4.18,1,1,3,0,8,NOT_BUY
87500.0023,55.446302217787796,0.0,0,0,1,0,4.18,0,0,6,0,11,NOT_BUY
87500.0054,36.227166000000004,0.0,0,1,1,0,4.200000000000001,0,0,8,0,16,NOT_BUY
125000.0093,55.4533022177878,0.0,0,1,1,0,4.2299999999999995,0,0,8,0,6,BUY
62500.0094,75.97928399999999,0.0,0,1,1,0,4.26,0,1,4,0,9,BUY
87500.0045,64.973699,0.0,0,1,1,0,4.26,0,0,9,0,9,NOT_BUY
27500.003,33.224081,0.0,0,1,1,0,4.29,1,1,8,0,9,BUY
80372.1813753994,55.4489022177878,0.0,0,1,1,0,4.29,0,0,7,0,9,NOT_BUY
125000.0091,77.14804600000001,0.0,0,1,1,1,4.3,0,0,3,0,11,BUY
62500.007,64.22876600000001,0.0,0,1,1,0,4.32,0,0,8,0,10,NOT_BUY
125000.0096,47.314186,1.0,0,1,1,0,4.32,0,0,8,0,19,NOT_BUY
70000.0023,32.971499,1.0,0,0,1,0,4.32,1,0,7,0,18,NOT_BUY
250000.0022,24.894738999999998,1.0,0,1,1,1,4.32,1,0,7,0,9,NOT_BUY
62500.0095,55.4535022177878,1.0,1,0,1,0,4.34,0,1,527,1,7,BUY
27500.0025,32.309138999999995,0.0,1,0,1,0,4.38,1,1,9,0,11,BUY
57500.001,89.80798200000001,0.0,0,0,1,1,4.38,0,1,5,0,13,NOT_BUY
80372.17837539941,71.306486,0.0,0,1,1,1,4.38,0,0,2,0,10,NOT_BUY
27500.0023,44.894839,1.0,0,1,1,0,4.4,0,1,9,0,15,NOT_BUY
62500.0084,68.315039,1.0,0,1,1,0,4.41,0,0,1,0,11,BUY
